Repeat,Season,PopulationSize,HaveBorn,AverageIC,SD
219,32,3050,4776,0.180195,0.044255
219,33,3670,5779,0.180971,0.0418208
219,34,4470,7064,0.181613,0.0391163
219,35,5468,8687,0.182228,0.0357306
219,36,6622,10536,0.182233,0.0334814
219,37,8007,12765,0.182365,0.0308029
219,38,9780,15569,0.18285,0.0291327
220,0,7,8,0,0
220,1,6,9,0,0
220,2,12,18,0,0
220,3,10,19,0.0833333,0.125
220,4,10,20,0.111111,0.131762
220,5,11,22,0.111111,0.131762
220,6,11,22,0.136364,0.130558
220,7,12,24,0.15,0.129099
220,8,13,26,0.166667,0.123091
220,9,16,29,0.173077,0.120096
220,10,15,29,0.216667,0.120144
220,11,18,32,0.216667,0.120144
220,12,15,32,0.183333,0.140683
220,13,21,40,0.183333,0.140683
220,14,21,40,0.202381,0.143756
220,15,27,47,0.2,0.147066
220,16,35,58,0.208125,0.145161
220,17,42,68,0.227482,0.149335
220,18,52,87,0.237179,0.152288
220,19,61,99,0.244219,0.133692
220,20,80,126,0.254557,0.119781
220,21,96,157,0.25351,0.121154
220,22,120,193,0.267848,0.115238
220,23,134,228,0.267858,0.10186
220,24,160,272,0.273108,0.0956412
220,25,183,313,0.273829,0.0929615
220,26,229,381,0.277585,0.0888988
220,27,262,445,0.280105,0.0794577
220,28,315,535,0.286437,0.0785878
220,29,371,634,0.287674,0.0738142
220,30,461,778,0.288985,0.0730792
220,31,556,912,0.290812,0.0678596
220,32,649,1080,0.293114,0.0606085
220,33,792,1295,0.293635,0.0601028
220,34,937,1542,0.293882,0.0551909
220,35,1125,1846,0.294076,0.0526719
220,36,1358,2218,0.294381,0.0481653
220,37,1641,2689,0.295579,0.0455056
220,38,2017,3254,0.295613,0.0417783
220,39,2420,3921,0.296359,0.0389115
220,40,2917,4721,0.297191,0.0376203
220,41,3531,5681,0.297677,0.0357073
220,42,4278,6870,0.297771,0.0338079
220,43,5129,8293,0.297787,0.032285
220,44,6183,10033,0.297809,0.0297988
220,45,7513,12085,0.297759,0.0275407
220,46,9045,14559,0.297743,0.0256167
221,0,6,8,0,0
221,1,6,8,0,0
221,2,9,12,0,0
221,3,11,17,0,0
221,4,14,22,0.0227273,0.0753778
221,5,19,31,0.0357143,0.0907841
221,6,23,38,0.0394737,0.0936586
221,7,34,53,0.047619,0.100593
221,8,43,63,0.0568182,0.0942223
221,9,53,79,0.0654762,0.100449
221,10,57,87,0.0698529,0.0957267
221,11,78,111,0.0758929,0.0995118
221,12,93,134,0.0884713,0.0889269
221,13,114,162,0.0979959,0.0871997
221,14,138,199,0.106508,0.0866622
221,15,182,257,0.119038,0.0841783
221,16,215,306,0.132083,0.084883
221,17,275,392,0.137606,0.0828327
221,18,330,479,0.141094,0.0800951
221,19,399,595,0.143586,0.0765978
221,20,499,737,0.147636,0.0716039
221,21,603,915,0.149879,0.0662703
221,22,734,1113,0.152136,0.0645938
221,23,885,1371,0.153385,0.0618189
221,24,1053,1656,0.155004,0.0581613
221,25,1312,2044,0.156919,0.0543977
221,26,1620,2495,0.15746,0.0506667
221,27,2013,3086,0.157956,0.0466306
221,28,2415,3714,0.158788,0.0434578
221,29,2948,4563,0.159041,0.0407231
221,30,3659,5663,0.159248,0.0378486
221,31,4451,6895,0.159376,0.0352778
221,32,5439,8458,0.159559,0.0329663
221,33,6651,10357,0.160447,0.0314053
221,34,8207,12771,0.160963,0.0298733
221,35,10046,15663,0.161119,0.0275891
222,0,7,9,0,0
222,1,13,15,0,0
222,2,15,19,0,0
222,3,16,21,0.0166667,0.0645497
222,4,16,24,0.0384615,0.0938835
222,5,21,32,0.0333333,0.0879664
222,6,22,35,0.0125,0.0559017
222,7,26,41,0.0119048,0.0545545
222,8,29,46,0.0416667,0.0951734
222,9,36,57,0.037037,0.0836
222,10,40,64,0.0642857,0.0928086
222,11,49,75,0.08125,0.104199
222,12,56,87,0.0963542,0.103109
222,13,62,98,0.108259,0.101474
222,14,81,127,0.106681,0.100716
222,15,90,145,0.134896,0.10507
222,16,105,175,0.141566,0.100111
222,17,125,210,0.144492,0.101061
222,18,142,244,0.138262,0.0954751
222,19,159,277,0.140509,0.0927768
222,20,182,321,0.146172,0.0929473
222,21,219,381,0.153865,0.0950586
222,22,253,441,0.160063,0.0871432
222,23,310,527,0.161947,0.0809322
222,24,377,627,0.166251,0.0780524
222,25,442,741,0.168354,0.073432
222,26,534,898,0.172327,0.0717299
222,27,658,1085,0.17317,0.0670619
222,28,811,1320,0.171281,0.0609448
222,29,987,1599,0.173588,0.0581168
222,30,1189,1929,0.175056,0.0536142
222,31,1442,2324,0.175093,0.0518317
222,32,1771,2831,0.174787,0.049044
222,33,2165,3447,0.174765,0.0464619
222,34,2661,4240,0.174954,0.0443262
222,35,3279,5180,0.175032,0.0412307
222,36,4009,6307,0.174514,0.0385521
222,37,4854,7653,0.174415,0.0355042
222,38,5898,9342,0.174502,0.0334235
222,39,7161,11342,0.174765,0.0314139
222,40,8718,13841,0.174862,0.0293643
222,41,10674,16916,0.175183,0.027811
223,0,7,7,0,0
223,1,6,9,0,0
223,2,11,15,0,0
223,3,11,16,0,0
223,4,18,23,0,0
223,5,24,29,0.0138889,0.0589256
223,6,28,37,0.0108696,0.0521286
223,7,32,44,0.0277778,0.0800641
223,8,38,53,0.0322581,0.0788441
223,9,50,72,0.05,0.0919559
223,10,66,90,0.0663265,0.0949645
223,11,71,99,0.0922619,0.103405
223,12,85,118,0.0919118,0.0992454
223,13,97,137,0.0914634,0.0959151
223,14,115,172,0.098139,0.0987647
223,15,151,220,0.111648,0.101589
223,16,172,256,0.115994,0.0953853
223,17,222,333,0.118042,0.091559
223,18,280,426,0.128651,0.0896117
223,19,328,525,0.131698,0.0848071
223,20,395,649,0.13391,0.0797082
223,21,477,786,0.137678,0.0731946
223,22,583,955,0.140733,0.0698959
223,23,710,1154,0.143869,0.0671513
223,24,859,1395,0.1486,0.0652148
223,25,1066,1696,0.149648,0.0609244
223,26,1294,2053,0.150922,0.0562424
223,27,1592,2521,0.151882,0.0522728
223,28,2008,3158,0.153193,0.0491006
223,29,2492,3909,0.154028,0.0463604
223,30,2960,4727,0.15418,0.0419937
223,31,3630,5776,0.154271,0.0390311
223,32,4395,6966,0.154703,0.0363199
223,33,5440,8594,0.154692,0.0337808
223,34,6623,10487,0.155106,0.0317481
223,35,8191,12889,0.155319,0.0297365
223,36,10039,15776,0.155624,0.0270258
224,0,7,7,0,0
224,1,9,10,0,0
224,2,12,14,0,0
224,3,17,20,0.0416667,0.0973124
224,4,21,27,0.0666667,0.114434
224,5,24,33,0.0875,0.12234
224,6,29,40,0.0833333,0.120386
224,7,35,49,0.0892857,0.121988
224,8,43,60,0.132576,0.1529
224,9,63,84,0.139881,0.146614
224,10,76,102,0.165323,0.151452
224,11,92,126,0.173986,0.146034
224,12,110,150,0.18434,0.142276
224,13,116,170,0.178922,0.142777
224,14,139,203,0.178097,0.134728
224,15,164,245,0.190925,0.133376
224,16,175,280,0.19327,0.133466
224,17,222,352,0.201581,0.136297
224,18,244,399,0.196929,0.132755
224,19,307,485,0.198906,0.127992
224,20,369,584,0.197581,0.121766
224,21,451,716,0.200224,0.118484
224,22,553,880,0.199267,0.110207
224,23,641,1035,0.200791,0.102259
224,24,812,1308,0.200739,0.0974895
224,25,967,1556,0.200156,0.0895147
224,26,1165,1894,0.20093,0.0843693
224,27,1431,2316,0.198928,0.0800376
224,28,1695,2758,0.199068,0.0753387
224,29,2089,3393,0.198768,0.0719856
224,30,2520,4114,0.197461,0.0669511
224,31,3044,5009,0.198323,0.0637492
224,32,3745,6092,0.197389,0.059196
224,33,4474,7318,0.19734,0.0572659
224,34,5478,8839,0.196633,0.0534624
224,35,6651,10661,0.195963,0.050145
224,36,8204,13039,0.196104,0.0472932
224,37,9983,15836,0.196052,0.0441648
225,0,5,7,0,0
225,1,8,10,0,0
225,2,9,11,0,0
225,3,8,11,0,0
225,4,10,13,0,0
225,5,14,17,0,0
225,6,10,18,0.05,0.105409
225,7,13,23,0.0555556,0.11024
225,8,11,23,0.0681818,0.116775
225,9,14,27,0.05,0.105409
225,10,15,28,0.0535714,0.106454
225,11,17,30,0.05,0.10351
225,12,16,38,0.119318,0.137513
225,13,17,41,0.147917,0.118977
225,14,21,45,0.145221,0.111553
225,15,23,48,0.148438,0.101831
225,16,33,64,0.159091,0.107784
225,17,35,70,0.183972,0.12133
225,18,42,80,0.190104,0.117977
225,19,51,94,0.184106,0.108446
225,20,57,106,0.188456,0.105851
225,21,70,125,0.183789,0.0975668
225,22,81,139,0.19129,0.0902212
225,23,96,162,0.18974,0.0857872
225,24,80,179,0.194634,0.0797895
225,25,95,202,0.187309,0.0720617
225,26,99,215,0.197973,0.0751055
225,27,112,242,0.191117,0.0812414
225,28,138,280,0.191442,0.0771365
225,29,162,315,0.196227,0.0727453
225,30,185,362,0.196673,0.0700074
225,31,220,424,0.204816,0.0696241
225,32,259,490,0.209638,0.0672179
225,33,345,610,0.213204,0.0664592
225,34,410,710,0.22143,0.0648859
225,35,501,861,0.223838,0.0623412
225,36,609,1017,0.223499,0.0569863
225,37,754,1241,0.222647,0.0539573
225,38,889,1460,0.222713,0.049305
225,39,1082,1753,0.222605,0.045863
225,40,1335,2140,0.223904,0.0426356
225,41,1591,2585,0.224847,0.040472
225,42,1930,3144,0.225796,0.0369992
225,43,2341,3792,0.226486,0.0342914
225,44,2835,4584,0.227002,0.0314584
225,45,3448,5564,0.227068,0.0293774
225,46,4221,6760,0.227245,0.027267
225,47,5048,8134,0.227532,0.0247659
225,48,6056,9779,0.22801,0.0236306
225,49,7333,11817,0.228056,0.0223854
225,50,8968,14333,0.228335,0.0209119
225,51,10856,17369,0.228311,0.0196864
226,0,7,7,0,0
226,1,8,8,0,0
226,2,13,13,0,0
226,3,15,16,0.0208333,0.0721688
226,4,20,22,0.0714286,0.117202
226,5,29,33,0.1,0.125656
226,6,40,48,0.15625,0.142826
226,7,50,61,0.174342,0.13171
226,8,64,83,0.180851,0.121719
226,9,75,105,0.189583,0.124982
226,10,96,135,0.19375,0.123703
226,11,107,155,0.196332,0.121193
226,12,134,197,0.194219,0.11439
226,13,159,241,0.206732,0.113249
226,14,191,293,0.208826,0.109357
226,15,246,369,0.205299,0.10894
226,16,293,438,0.207306,0.108806
226,17,361,541,0.204438,0.10619
226,18,419,651,0.206199,0.104963
226,19,513,804,0.203677,0.104334
226,20,627,992,0.202748,0.0992146
226,21,758,1201,0.205987,0.0945734
226,22,888,1403,0.206772,0.0895572
226,23,1104,1725,0.206365,0.0850395
226,24,1368,2122,0.208072,0.0808179
226,25,1664,2587,0.208385,0.0763067
226,26,2021,3166,0.209549,0.0724145
226,27,2432,3823,0.210232,0.0693087
226,28,2976,4703,0.211458,0.0658815
226,29,3612,5703,0.211273,0.0623744
226,30,4352,6877,0.211208,0.0586471
226,31,5349,8416,0.211418,0.0558522
226,32,6428,10238,0.211804,0.0527141
226,33,7802,12487,0.211741,0.0499267
226,34,9461,15177,0.211742,0.0475419
227,0,6,9,0,0
227,1,5,9,0,0
227,2,6,11,0,0
227,3,6,11,0,0
227,4,6,12,0,0
227,5,7,14,0,0
227,6,7,14,0,0
227,7,7,15,0,0
227,8,8,16,0,0
227,9,11,19,0.015625,0.0441942
227,10,12,24,0.0833333,0.108253
227,11,12,26,0.107955,0.112121
227,12,15,29,0.109375,0.107016
227,13,20,35,0.0892857,0.0907841
227,14,21,38,0.112847,0.0910385
227,15,23,41,0.121875,0.0900589
227,16,28,49,0.130435,0.0900807
227,17,29,55,0.13737,0.0886257
227,18,30,58,0.172454,0.100708
227,19,36,69,0.175492,0.100277
227,20,38,82,0.181578,0.0950318
227,21,43,90,0.18822,0.0963686
227,22,44,98,0.193012,0.0945619
227,23,55,118,0.209592,0.0971841
227,24,72,138,0.22413,0.0920207
227,25,86,160,0.233434,0.0863599
227,26,94,183,0.246332,0.0798077
227,27,106,200,0.248665,0.0740883
227,28,138,245,0.248492,0.0701573
227,29,168,290,0.256355,0.0662645
227,30,204,350,0.25899,0.0663916
227,31,257,425,0.261513,0.0638816
227,32,304,506,0.265106,0.0615142
227,33,353,592,0.267416,0.0601578
227,34,452,745,0.266243,0.0552902
227,35,531,885,0.267453,0.0522641
227,36,676,1093,0.268807,0.0513135
227,37,817,1318,0.269669,0.0486877
227,38,999,1588,0.271621,0.0461846
227,39,1202,1917,0.272827,0.0438511
227,40,1422,2299,0.273447,0.0411913
227,41,1692,2744,0.273957,0.0398396
227,42,2038,3311,0.274457,0.038124
227,43,2480,4002,0.275431,0.0374393
227,44,2954,4782,0.276165,0.0358197
227,45,3549,5769,0.277465,0.0345972
227,46,4250,6915,0.277863,0.0329463
227,47,5114,8337,0.278543,0.0318503
227,48,6114,9965,0.27828,0.0299184
227,49,7386,11984,0.278137,0.0285893
227,50,8964,14497,0.278272,0.0269046
227,51,10811,17447,0.278316,0.0254922
228,0,8,10,0,0
228,1,10,12,0,0
228,2,14,17,0,0
228,3,17,20,0.0357143,0.0907841
228,4,24,30,0.0735294,0.117417
228,5,31,41,0.09375,0.123634
228,6,39,55,0.1,0.124568
228,7,51,73,0.0945946,0.122918
228,8,63,93,0.12,0.126168
228,9,79,116,0.123488,0.122989
228,10,91,140,0.12875,0.120917
228,11,104,166,0.130147,0.120727
228,12,134,206,0.137743,0.1179
228,13,160,246,0.148107,0.112477
228,14,194,302,0.155234,0.114611
228,15,239,361,0.16829,0.113528
228,16,286,437,0.166412,0.111814
228,17,341,527,0.174688,0.108158
228,18,389,613,0.1845,0.107082
228,19,471,732,0.185518,0.103647
228,20,570,885,0.187687,0.0959577
228,21,700,1082,0.189954,0.0904722
228,22,880,1351,0.192304,0.0864474
228,23,1034,1635,0.194181,0.0812239
228,24,1243,1979,0.194696,0.0774925
228,25,1512,2400,0.195751,0.0747433
228,26,1825,2913,0.19593,0.07139
228,27,2266,3570,0.196623,0.0669932
228,28,2727,4349,0.196381,0.0627095
228,29,3312,5274,0.197027,0.0598505
228,30,4050,6421,0.196692,0.0566867
228,31,4925,7820,0.19659,0.0535056
228,32,5969,9451,0.196336,0.0508307
228,33,7237,11448,0.196106,0.0480332
228,34,8769,13863,0.196179,0.0454988
228,35,10643,16848,0.196002,0.0428125
229,0,8,9,0,0
229,1,10,12,0,0
229,2,10,12,0,0
229,3,12,18,0,0
229,4,11,18,0,0
229,5,14,22,0,0
229,6,13,23,0.0625,0.113067
229,7,16,26,0.0769231,0.120096
229,8,16,27,0.1,0.126773
229,9,12,33,0.125,0.133631
229,10,16,37,0.166667,0.123091
229,11,19,43,0.183333,0.114434
229,12,21,45,0.203947,0.111885
229,13,26,51,0.209821,0.107866
229,14,31,61,0.21875,0.100859
229,15,34,69,0.257523,0.0881085
229,16,38,81,0.258301,0.0789756
229,17,48,96,0.273649,0.087511
229,18,58,108,0.281749,0.0803257
229,19,68,124,0.281524,0.0729892
229,20,89,154,0.283606,0.0696745
229,21,102,177,0.296943,0.050394
229,22,130,224,0.297519,0.0482032
229,23,163,264,0.300161,0.0477545
229,24,191,310,0.303089,0.0462759
229,25,229,375,0.304664,0.0469225
229,26,277,451,0.308257,0.0458295
229,27,326,539,0.312122,0.0471504
229,28,374,630,0.313549,0.0481212
229,29,449,755,0.315261,0.0462298
229,30,535,894,0.318047,0.0448579
229,31,648,1074,0.321414,0.0458005
229,32,801,1295,0.322964,0.0439518
229,33,971,1554,0.324695,0.0415962
229,34,1148,1843,0.326865,0.0398932
229,35,1378,2233,0.327114,0.0379486
229,36,1620,2643,0.329201,0.036838
229,37,1960,3191,0.32995,0.0335808
229,38,2378,3851,0.330679,0.0318546
229,39,2856,4641,0.330952,0.0294393
229,40,3404,5565,0.331666,0.0281767
229,41,4091,6664,0.332095,0.0262667
229,42,4882,7970,0.33223,0.0244673
229,43,5879,9596,0.332161,0.0225352
229,44,7108,11558,0.332271,0.0208419
229,45,8653,13983,0.332262,0.0193216
229,46,10432,16824,0.332383,0.0181241
230,0,8,10,0,0
230,1,9,12,0,0
230,2,14,17,0,0
230,3,14,19,0.0384615,0.0938835
230,4,18,23,0.0357143,0.0907841
230,5,25,32,0.0694444,0.115222
230,6,36,47,0.1,0.125
230,7,44,59,0.125,0.123091
230,8,56,74,0.154797,0.125918
230,9,66,86,0.157986,0.119948
230,10,83,111,0.180769,0.123834
230,11,103,147,0.190104,0.122836
230,12,122,175,0.205313,0.122025
230,13,155,221,0.211997,0.118019
230,14,190,281,0.216471,0.105311
230,15,216,339,0.215641,0.101609
230,16,250,396,0.217438,0.0944158
230,17,304,482,0.221349,0.090619
230,18,351,569,0.227157,0.081579
230,19,411,678,0.22941,0.0796613
230,20,519,846,0.231392,0.0773147
230,21,609,996,0.235312,0.0754293
230,22,783,1232,0.236048,0.071048
230,23,936,1478,0.237467,0.0680919
230,24,1142,1793,0.238578,0.0640331
230,25,1363,2156,0.239006,0.0633469
230,26,1648,2625,0.238419,0.0606315
230,27,2000,3226,0.239844,0.059634
230,28,2399,3869,0.239311,0.0553092
230,29,2859,4601,0.239959,0.0520906
230,30,3509,5610,0.240705,0.0495548
230,31,4286,6843,0.240239,0.0461352
230,32,5250,8346,0.240457,0.0425459
230,33,6342,10056,0.240092,0.0395202
230,34,7636,12111,0.240248,0.0376591
230,35,9308,14688,0.240342,0.0345688
231,0,8,10,0,0
231,1,10,12,0,0
231,2,9,12,0,0
231,3,14,18,0,0
231,4,12,19,0,0
231,5,14,24,0,0
231,6,16,26,0.0178571,0.0453921
231,7,14,26,0.0267857,0.0532269
231,8,14,28,0.03125,0.0565334
231,9,15,31,0.0192308,0.0469417
231,10,15,32,0.0178571,0.0453921
231,11,16,34,0.025,0.0517549
231,12,18,37,0.0208333,0.0452342
231,13,17,37,0.0147059,0.0415132
231,14,20,43,0.0078125,0.03125
231,15,29,52,0.0125,0.0326968
231,16,32,59,0.0408654,0.0808979
231,17,42,72,0.0443548,0.0793751
231,18,37,83,0.0961538,0.0979968
231,19,42,93,0.0909926,0.0939448
231,20,49,105,0.116815,0.101862
231,21,61,129,0.126598,0.100014
231,22,76,149,0.157177,0.0931654
231,23,92,177,0.161807,0.0887665
231,24,113,218,0.17842,0.0893613
231,25,130,252,0.184041,0.0821154
231,26,159,298,0.193373,0.0782805
231,27,198,351,0.200264,0.0754041
231,28,248,426,0.20146,0.0707838
231,29,311,509,0.206947,0.0670883
231,30,394,627,0.205454,0.063814
231,31,473,763,0.205627,0.061063
231,32,568,908,0.204996,0.0561724
231,33,694,1108,0.205053,0.0536494
231,34,846,1351,0.204826,0.0509031
231,35,1047,1641,0.204972,0.0473468
231,36,1290,2002,0.204394,0.0437982
231,37,1591,2478,0.204332,0.0418191
231,38,1908,3020,0.20501,0.0392919
231,39,2308,3648,0.20597,0.0379109
231,40,2831,4466,0.205803,0.0363085
231,41,3424,5400,0.205812,0.0342882
231,42,4161,6546,0.205754,0.0316481
231,43,5059,8001,0.205674,0.0300168
231,44,6168,9744,0.205361,0.0278636
231,45,7521,11885,0.205108,0.0259073
231,46,9108,14379,0.205241,0.0239813
232,0,6,8,0,0
232,1,7,10,0,0
232,2,11,15,0,0
232,3,15,19,0,0
232,4,16,20,0,0
232,5,21,27,0,0
232,6,20,29,0.0263158,0.0669129
232,7,17,37,0.025,0.0790569
232,8,19,40,0.0625,0.0911086
232,9,25,48,0.0822368,0.104276
232,10,27,53,0.100543,0.112656
232,11,37,66,0.117788,0.126648
232,12,43,75,0.141071,0.133526
232,13,51,89,0.150152,0.13002
232,14,58,102,0.154588,0.124158
232,15,75,126,0.149833,0.116538
232,16,91,150,0.165234,0.114896
232,17,121,193,0.164151,0.106384
232,18,135,223,0.17979,0.102716
232,19,160,258,0.18416,0.100717
232,20,195,318,0.183198,0.0950409
232,21,232,372,0.183443,0.0879205
232,22,269,436,0.192811,0.0918411
232,23,331,533,0.196687,0.0856837
232,24,380,630,0.200996,0.0808859
232,25,455,764,0.202676,0.0792609
232,26,558,918,0.204484,0.0740785
232,27,676,1103,0.201823,0.0686562
232,28,823,1318,0.203163,0.0634699
232,29,981,1571,0.204356,0.060342
232,30,1197,1910,0.205948,0.0566461
232,31,1456,2317,0.206751,0.0538139
232,32,1774,2820,0.207082,0.0496284
232,33,2175,3433,0.207028,0.0458583
232,34,2663,4190,0.207697,0.0432774
232,35,3284,5144,0.20839,0.0407644
232,36,3983,6283,0.209243,0.0376128
232,37,4910,7718,0.209369,0.0357983
232,38,5940,9363,0.209669,0.0339413
232,39,7271,11462,0.20939,0.0317818
232,40,8857,13970,0.209387,0.0296998
232,41,10901,17062,0.20961,0.028003
233,0,10,11,0,0
233,1,13,16,0,0
233,2,14,17,0,0
233,3,13,18,0.0208333,0.0721688
233,4,16,22,0.0384615,0.0938835
233,5,16,24,0.0666667,0.114434
233,6,15,27,0.0666667,0.114434
233,7,17,31,0.0714286,0.117202
233,8,18,34,0.102941,0.126825
233,9,20,36,0.111111,0.127827
233,10,25,43,0.105263,0.126814
233,11,28,49,0.145833,0.125903
233,12,37,62,0.157407,0.123026
233,13,39,70,0.173295,0.131215
233,14,43,78,0.185855,0.123929
233,15,51,94,0.179487,0.123702
233,16,52,102,0.176136,0.128951
233,17,71,126,0.153699,0.129137
233,18,80,147,0.16714,0.123122
233,19,94,172,0.162396,0.118922
233,20,122,213,0.16432,0.113574
233,21,151,263,0.177268,0.105276
233,22,189,326,0.190454,0.101078
233,23,221,378,0.181911,0.0962918
233,24,283,466,0.181886,0.0932316
233,25,337,564,0.186528,0.0918996
233,26,406,679,0.178025,0.0868754
233,27,513,828,0.178514,0.0856435
233,28,639,1013,0.176454,0.0827806
233,29,771,1244,0.174208,0.0777791
233,30,956,1524,0.173395,0.0720945
233,31,1155,1844,0.175164,0.0682881
233,32,1419,2250,0.176653,0.0641236
233,33,1698,2717,0.176388,0.0598198
233,34,2061,3335,0.177112,0.0551873
233,35,2522,4083,0.177627,0.0513493
233,36,3033,4915,0.178331,0.0479784
233,37,3714,5999,0.179128,0.0449695
233,38,4529,7290,0.179355,0.0419084
233,39,5461,8811,0.179387,0.0391139
233,40,6636,10698,0.179844,0.0365222
233,41,8050,12965,0.179916,0.0337513
233,42,9750,15752,0.179937,0.0310497
234,0,7,10,0,0
234,1,7,10,0,0
234,2,11,15,0,0
234,3,13,18,0,0
234,4,14,22,0,0
234,5,14,22,0.0178571,0.0668153
234,6,20,31,0.0178571,0.0668153
234,7,22,35,0.0375,0.0915869
234,8,23,39,0.05,0.102598
234,9,31,50,0.0454545,0.0986928
234,10,34,55,0.0791667,0.106286
234,11,36,62,0.0909091,0.109476
234,12,39,68,0.0964286,0.109669
234,13,49,85,0.114286,0.11086
234,14,60,103,0.131114,0.103617
234,15,75,124,0.139254,0.101058
234,16,91,148,0.156464,0.099896
234,17,117,188,0.170526,0.100809
234,18,135,221,0.1852,0.0855311
234,19,146,249,0.188099,0.083642
234,20,165,286,0.19934,0.0792222
234,21,203,344,0.201962,0.0761075
234,22,244,410,0.206573,0.0730559
234,23,273,473,0.212327,0.0701747
234,24,330,573,0.213567,0.0657408
234,25,394,676,0.217943,0.0638941
234,26,482,826,0.219159,0.0620799
234,27,573,975,0.220836,0.058865
234,28,689,1170,0.220517,0.0559184
234,29,841,1400,0.220938,0.0544597
234,30,1007,1676,0.220773,0.0523308
234,31,1228,2032,0.220165,0.0501639
234,32,1465,2418,0.218908,0.0471577
234,33,1795,2927,0.21838,0.0438346
234,34,2164,3540,0.21866,0.0406018
234,35,2572,4224,0.218164,0.0362448
234,36,3175,5167,0.217798,0.0333751
234,37,3815,6221,0.218311,0.0314413
234,38,4655,7535,0.21836,0.0285546
234,39,5692,9146,0.218702,0.0265957
234,40,6954,11094,0.219038,0.0249841
234,41,8435,13431,0.218993,0.0232368
234,42,10226,16258,0.219182,0.021745
235,0,8,10,0,0
235,1,7,10,0,0
235,2,6,11,0,0
235,3,9,14,0,0
235,4,10,16,0,0
235,5,14,20,0,0
235,6,15,22,0.00961538,0.0346688
235,7,18,26,0.0178571,0.0453921
235,8,28,36,0.0451389,0.0671285
235,9,31,43,0.0793269,0.0961082
235,10,38,54,0.0840517,0.0919103
235,11,56,75,0.115132,0.104306
235,12,63,90,0.146635,0.101975
235,13,78,110,0.157292,0.101297
235,14,87,128,0.161529,0.0926114
235,15,104,157,0.169531,0.0910781
235,16,119,190,0.182536,0.090735
235,17,140,223,0.186809,0.082945
235,18,158,252,0.190933,0.0749516
235,19,188,295,0.200309,0.0693675
235,20,225,356,0.205424,0.0687785
235,21,269,426,0.210447,0.0621961
235,22,337,533,0.218129,0.0634744
235,23,383,623,0.218915,0.0556293
235,24,439,742,0.221931,0.0494376
235,25,526,881,0.223794,0.0474172
235,26,648,1057,0.227854,0.0443852
235,27,783,1268,0.228439,0.0408887
235,28,980,1565,0.230479,0.0396357
235,29,1203,1907,0.232658,0.0375296
235,30,1457,2323,0.233699,0.0367208
235,31,1762,2781,0.233971,0.0345017
235,32,2106,3325,0.234568,0.0327979
235,33,2519,3981,0.234851,0.0309995
235,34,3031,4807,0.235373,0.0288519
235,35,3696,5869,0.235796,0.0270444
235,36,4508,7100,0.236523,0.025827
235,37,5527,8719,0.236722,0.0246335
235,38,6615,10468,0.237003,0.023211
235,39,8059,12782,0.237148,0.0220803
235,40,9828,15632,0.237273,0.0209463
236,0,8,8,0,0
236,1,8,8,0,0
236,2,9,9,0,0
236,3,13,14,0,0
236,4,16,18,0,0
236,5,24,28,0,0
236,6,31,37,0.03125,0.084458
236,7,37,51,0.0517241,0.103063
236,8,41,60,0.0590278,0.101269
236,9,45,68,0.0480769,0.0934332
236,10,52,81,0.0565476,0.0924035
236,11,66,99,0.0637755,0.0992237
236,12,77,117,0.0858135,0.112249
236,13,81,138,0.0974813,0.110889
236,14,104,170,0.103125,0.110782
236,15,121,197,0.106436,0.101856
236,16,152,248,0.114857,0.0993006
236,17,174,288,0.122414,0.096143
236,18,225,354,0.129743,0.0936751
236,19,268,423,0.143963,0.0946016
236,20,325,514,0.149096,0.0868108
236,21,383,626,0.154506,0.0852004
236,22,479,759,0.157429,0.0836592
236,23,552,880,0.158092,0.0770341
236,24,714,1103,0.160734,0.0727376
236,25,874,1340,0.164663,0.0679977
236,26,1049,1638,0.165025,0.0626985
236,27,1263,1955,0.164293,0.0579927
236,28,1518,2380,0.164383,0.0537094
236,29,1900,2953,0.165187,0.0498671
236,30,2287,3599,0.164981,0.0452717
236,31,2783,4394,0.165064,0.0419564
236,32,3418,5410,0.165389,0.0385216
236,33,4186,6630,0.165893,0.0351114
236,34,5093,8116,0.166026,0.0327089
236,35,6210,9886,0.166507,0.0302561
236,36,7629,12012,0.166514,0.0280232
236,37,9394,14729,0.166644,0.0260301
237,0,9,10,0,0
237,1,9,11,0,0
237,2,10,12,0,0
237,3,13,18,0,0
237,4,19,26,0.0769231,0.120096
237,5,19,27,0.0694444,0.115222
237,6,27,39,0.0588235,0.109309
237,7,30,45,0.0961538,0.118889
237,8,40,59,0.0892857,0.117148
237,9,41,67,0.0946429,0.119715
237,10,52,81,0.102564,0.116916
237,11,60,97,0.126302,0.119033
237,12,82,130,0.143092,0.125271
237,13,97,153,0.140124,0.117698
237,14,109,174,0.142663,0.11919
237,15,141,217,0.148963,0.115255
237,16,167,262,0.155516,0.112213
237,17,206,314,0.159399,0.11016
237,18,244,374,0.161513,0.107404
237,19,308,477,0.164534,0.0998343
237,20,384,594,0.163333,0.0941236
237,21,447,702,0.166475,0.0857154
237,22,543,862,0.16767,0.0835473
237,23,669,1050,0.171081,0.0826312
237,24,815,1275,0.171438,0.0785278
237,25,1001,1568,0.172475,0.0740231
237,26,1224,1907,0.172509,0.0687714
237,27,1478,2319,0.172902,0.0662268
237,28,1814,2825,0.173284,0.0619908
