Repeat,Season,PopulationSize,HaveBorn,AverageIC,SD
38,35,1680,2632,0.212604,0.0385546
38,36,2049,3196,0.213468,0.0365286
38,37,2514,3890,0.213951,0.0342012
38,38,3072,4754,0.21454,0.0327334
38,39,3793,5879,0.214622,0.0309393
38,40,4629,7192,0.215104,0.0293365
38,41,5629,8772,0.215092,0.0272509
38,42,6780,10621,0.215435,0.0260087
38,43,8258,12955,0.215481,0.0245493
38,44,10064,15818,0.215543,0.0229248
39,0,6,8,0,0
39,1,10,12,0,0
39,2,11,13,0,0
39,3,9,13,0,0
39,4,10,14,0,0
39,5,13,19,0,0
39,6,15,26,0,0
39,7,12,31,0,0
39,8,14,36,0.0227273,0.050565
39,9,16,40,0.0535714,0.0807758
39,10,18,44,0.075,0.10351
39,11,19,48,0.109375,0.119678
39,12,25,56,0.116776,0.112115
39,13,30,62,0.139323,0.106664
39,14,39,73,0.149784,0.108053
39,15,49,89,0.14926,0.0961611
39,16,52,93,0.153809,0.088273
39,17,67,119,0.147418,0.0860496
39,18,80,134,0.156851,0.0912792
39,19,92,156,0.15663,0.0932723
39,20,118,187,0.173104,0.0974796
39,21,143,228,0.179013,0.096693
39,22,169,270,0.185349,0.0936602
39,23,225,351,0.186224,0.0923408
39,24,278,434,0.185646,0.0863479
39,25,330,513,0.188981,0.0850585
39,26,415,638,0.186102,0.0821977
39,27,503,778,0.185686,0.0812419
39,28,598,950,0.18723,0.0768222
39,29,728,1150,0.186165,0.0708659
39,30,908,1415,0.187462,0.0667525
39,31,1080,1699,0.185909,0.0616514
39,32,1336,2085,0.18557,0.0573301
39,33,1626,2526,0.186275,0.0544108
39,34,1969,3062,0.186772,0.050493
39,35,2368,3710,0.188041,0.0472379
39,36,2915,4582,0.189142,0.0453977
39,37,3563,5596,0.189759,0.0427122
39,38,4239,6702,0.190561,0.0396676
39,39,5273,8281,0.190594,0.037011
39,40,6379,10053,0.190818,0.0342057
39,41,7754,12199,0.191029,0.031359
39,42,9504,14986,0.191122,0.0290637
40,0,10,10,0,0
40,1,11,12,0,0
40,2,11,12,0,0
40,3,14,15,0,0
40,4,20,21,0.0357143,0.0907841
40,5,19,25,0.078125,0.119678
40,6,21,31,0.117647,0.128624
40,7,23,35,0.105263,0.126814
40,8,28,41,0.141304,0.142544
40,9,39,58,0.149038,0.132378
40,10,42,67,0.171429,0.127811
40,11,54,81,0.185213,0.133389
40,12,66,104,0.190658,0.131544
40,13,73,122,0.197828,0.127974
40,14,87,147,0.215495,0.125239
40,15,101,179,0.220117,0.119332
40,16,130,222,0.217171,0.117126
40,17,151,256,0.204078,0.119987
40,18,177,309,0.213736,0.114201
40,19,227,379,0.213227,0.10845
40,20,271,451,0.2142,0.105041
40,21,336,544,0.220096,0.102311
40,22,411,649,0.223194,0.0995428
40,23,506,778,0.226846,0.101736
40,24,621,949,0.225515,0.0978234
40,25,769,1167,0.2232,0.0947549
40,26,943,1419,0.222022,0.0896398
40,27,1143,1728,0.221659,0.0837913
40,28,1374,2102,0.221538,0.0788164
40,29,1655,2554,0.220743,0.0751439
40,30,1998,3117,0.221688,0.0708954
40,31,2438,3813,0.221811,0.0679578
40,32,2993,4673,0.222318,0.0647416
40,33,3609,5659,0.221696,0.0614219
40,34,4371,6895,0.221549,0.0572478
40,35,5365,8460,0.220861,0.0537743
40,36,6500,10276,0.22053,0.0499597
40,37,7854,12451,0.22042,0.0459603
40,38,9467,15038,0.220329,0.0434753
41,0,11,12,0,0
41,1,13,14,0,0
41,2,16,20,0,0
41,3,18,25,0.0357143,0.0907841
41,4,22,30,0.0555556,0.106948
41,5,31,39,0.0681818,0.113961
41,6,37,47,0.0645161,0.111201
41,7,44,64,0.0892857,0.119633
41,8,48,72,0.10119,0.121092
41,9,61,91,0.0957447,0.117181
41,10,50,111,0.109821,0.116464
41,11,60,127,0.12766,0.11771
41,12,71,147,0.132523,0.111015
41,13,84,170,0.127449,0.107921
41,14,95,191,0.124674,0.102888
41,15,115,227,0.126531,0.0995138
41,16,145,272,0.134396,0.0947243
41,17,168,318,0.137185,0.0917139
41,18,204,371,0.142065,0.0844035
41,19,242,431,0.14376,0.0766148
41,20,295,522,0.146875,0.0708197
41,21,357,614,0.154237,0.0673478
41,22,411,705,0.162313,0.06488
41,23,487,827,0.163438,0.0601569
41,24,622,1024,0.165473,0.058016
41,25,727,1216,0.167975,0.0546839
41,26,896,1479,0.170973,0.0498275
41,27,1115,1819,0.171638,0.0474432
41,28,1357,2204,0.173118,0.0436193
41,29,1687,2684,0.173347,0.0411338
41,30,2082,3308,0.175268,0.0393749
41,31,2507,4015,0.176113,0.0360876
41,32,3029,4858,0.17732,0.0345615
41,33,3673,5874,0.178056,0.0321155
41,34,4454,7117,0.178758,0.0303955
41,35,5426,8651,0.17929,0.0281982
41,36,6579,10471,0.179705,0.0261921
41,37,8087,12822,0.179915,0.0242193
41,38,9788,15490,0.180238,0.0227985
42,0,8,10,0,0
42,1,8,10,0,0
42,2,10,13,0,0
42,3,11,14,0,0
42,4,15,19,0,0
42,5,20,25,0,0
42,6,24,29,0.01875,0.0457934
42,7,25,33,0.0340909,0.0788856
42,8,25,38,0.0539773,0.0930938
42,9,28,44,0.055,0.0925619
42,10,28,49,0.0576923,0.0917249
42,11,34,59,0.0725,0.103141
42,12,42,70,0.10322,0.123337
42,13,51,85,0.107031,0.114686
42,14,67,110,0.125638,0.116402
42,15,71,123,0.137573,0.111712
42,16,85,143,0.147505,0.121508
42,17,107,172,0.150343,0.110011
42,18,123,206,0.155664,0.110967
42,19,145,239,0.156044,0.104064
42,20,175,285,0.1545,0.0975044
42,21,219,351,0.158123,0.0924762
42,22,275,438,0.172042,0.0956614
42,23,329,534,0.177815,0.0921262
42,24,394,631,0.18007,0.0861045
42,25,488,766,0.182921,0.0788027
42,26,596,950,0.182295,0.0702891
42,27,747,1179,0.182972,0.065309
42,28,903,1419,0.18425,0.0602267
42,29,1081,1711,0.185266,0.0546958
42,30,1348,2137,0.187693,0.0526864
42,31,1621,2586,0.18933,0.0497949
42,32,1976,3150,0.18994,0.0464697
42,33,2397,3846,0.190424,0.043768
42,34,2917,4654,0.190313,0.0404329
42,35,3573,5721,0.190335,0.0373598
42,36,4382,6993,0.190867,0.0348964
42,37,5371,8509,0.191381,0.0328398
42,38,6575,10404,0.191575,0.0309617
42,39,8011,12664,0.191631,0.0290294
42,40,9730,15392,0.191962,0.0271153
43,0,7,8,0,0
43,1,8,10,0,0
43,2,9,12,0,0
43,3,13,16,0.0277778,0.0833333
43,4,15,18,0.0576923,0.109632
43,5,20,24,0.0892857,0.124311
43,6,24,30,0.0921053,0.123899
43,7,24,33,0.0795455,0.119183
43,8,27,38,0.0909091,0.123091
43,9,32,44,0.101852,0.125178
43,10,38,52,0.122917,0.127648
43,11,42,60,0.144097,0.124839
43,12,49,69,0.150915,0.120201
43,13,53,81,0.158333,0.119443
43,14,60,94,0.16375,0.121534
43,15,65,109,0.172017,0.119153
43,16,78,131,0.172005,0.117979
43,17,99,161,0.191153,0.114073
43,18,118,190,0.194024,0.106941
43,19,139,230,0.207068,0.104981
43,20,164,274,0.213357,0.0986631
43,21,195,326,0.22265,0.0932911
43,22,228,388,0.223857,0.0870926
43,23,277,469,0.229294,0.0873619
43,24,343,562,0.230759,0.083629
43,25,415,681,0.234432,0.0795061
43,26,467,788,0.236,0.074264
43,27,573,953,0.237984,0.067745
43,28,680,1143,0.241599,0.0669247
43,29,805,1353,0.241435,0.0642734
43,30,966,1590,0.241154,0.0598133
43,31,1144,1888,0.243638,0.059052
43,32,1406,2285,0.244049,0.0553559
43,33,1688,2739,0.243696,0.0526874
43,34,2073,3337,0.244502,0.0492648
43,35,2524,4072,0.244665,0.0458922
43,36,3141,4986,0.244205,0.0425207
43,37,3844,6064,0.244,0.0391997
43,38,4692,7419,0.244402,0.0371827
43,39,5671,8971,0.24433,0.0347136
43,40,6893,10894,0.244226,0.0327416
43,41,8394,13237,0.244207,0.030645
43,42,10080,15950,0.24445,0.0289189
44,0,10,10,0,0
44,1,11,11,0,0
44,2,14,16,0,0
44,3,18,20,0.0178571,0.0668153
44,4,29,32,0.0277778,0.0808452
44,5,32,40,0.0648148,0.111644
44,6,48,63,0.0546875,0.105003
44,7,52,74,0.0684524,0.104043
44,8,68,103,0.0679348,0.104438
44,9,82,122,0.0970149,0.115799
44,10,94,147,0.0941558,0.11273
44,11,122,182,0.104377,0.107621
44,12,141,215,0.115961,0.105583
44,13,168,256,0.116395,0.101102
44,14,204,312,0.123826,0.0983057
44,15,247,378,0.133878,0.094749
44,16,282,446,0.139615,0.0897843
44,17,350,559,0.143859,0.0853477
44,18,432,696,0.143794,0.0793808
44,19,526,849,0.144013,0.075734
44,20,652,1048,0.141647,0.0717216
44,21,794,1280,0.141903,0.0669805
44,22,948,1539,0.142227,0.0609956
44,23,1146,1852,0.142897,0.0579075
44,24,1374,2231,0.14439,0.0547674
44,25,1693,2709,0.145239,0.0503797
44,26,2040,3281,0.145757,0.047258
44,27,2473,3973,0.146228,0.044857
44,28,3030,4845,0.146621,0.0413846
44,29,3666,5865,0.147079,0.0379542
44,30,4517,7211,0.147867,0.0357435
44,31,5503,8772,0.148549,0.0335997
44,32,6736,10704,0.148666,0.0313764
44,33,8231,13054,0.148862,0.0293315
44,34,10046,15949,0.148941,0.0272203
45,0,7,7,0,0
45,1,8,8,0,0
45,2,10,11,0,0
45,3,11,15,0.0277778,0.0833333
45,4,17,22,0.0227273,0.0753778
45,5,20,31,0.015625,0.0625
45,6,21,35,0.0277778,0.0808452
45,7,24,40,0.0357143,0.0896421
45,8,29,47,0.0652174,0.112244
45,9,31,53,0.0833333,0.120096
45,10,35,60,0.0775862,0.117706
45,11,37,66,0.078125,0.117732
45,12,44,76,0.0833333,0.119523
45,13,60,97,0.0833333,0.116041
45,14,68,109,0.0850106,0.110066
45,15,82,133,0.0924072,0.107585
45,16,99,163,0.0983157,0.10269
45,17,118,195,0.0955333,0.095922
45,18,150,245,0.115692,0.0949723
45,19,184,297,0.121449,0.0886477
45,20,209,342,0.133587,0.0900603
45,21,254,411,0.13902,0.0889503
45,22,305,496,0.137429,0.0831985
45,23,379,610,0.140111,0.0802824
45,24,451,725,0.144694,0.074952
45,25,526,862,0.149222,0.0713052
45,26,662,1070,0.151391,0.0683509
45,27,783,1285,0.154206,0.0625786
45,28,964,1558,0.155393,0.0579705
45,29,1161,1898,0.159002,0.0545412
45,30,1404,2289,0.159407,0.0499771
45,31,1724,2799,0.160369,0.0468361
45,32,2077,3384,0.161447,0.0447801
45,33,2552,4139,0.161403,0.0420585
45,34,3096,4986,0.162466,0.0387679
45,35,3782,6093,0.162301,0.0360128
45,36,4642,7432,0.162728,0.0330959
45,37,5669,9008,0.163211,0.0304702
45,38,6953,10982,0.163715,0.0283351
45,39,8395,13395,0.163783,0.0267296
45,40,10199,16261,0.164103,0.0247816
46,0,7,11,0,0
46,1,7,11,0,0
46,2,9,15,0,0
46,3,12,19,0.0277778,0.0833333
46,4,19,27,0.0625,0.113067
46,5,26,34,0.0657895,0.113103
46,6,28,40,0.078125,0.126687
46,7,37,49,0.102679,0.131997
46,8,42,57,0.136029,0.131885
46,9,55,77,0.173878,0.134659
46,10,64,98,0.201875,0.131103
46,11,80,121,0.222396,0.123681
46,12,97,146,0.224838,0.110345
46,13,112,173,0.230639,0.101218
46,14,128,201,0.241238,0.106455
46,15,141,230,0.248495,0.106529
46,16,171,270,0.244469,0.102104
46,17,190,307,0.239401,0.0949217
46,18,231,365,0.239312,0.089827
46,19,266,436,0.240299,0.0824294
46,20,313,506,0.242921,0.0751902
46,21,360,602,0.245388,0.068305
46,22,441,726,0.245914,0.0682602
46,23,532,867,0.246202,0.0633667
46,24,658,1058,0.243495,0.058867
46,25,781,1251,0.243251,0.053818
46,26,976,1537,0.243056,0.0509252
46,27,1138,1813,0.243911,0.0493461
46,28,1386,2223,0.244465,0.0474753
46,29,1690,2707,0.245323,0.0449321
46,30,2069,3316,0.244571,0.0413327
46,31,2482,4019,0.244694,0.0392732
46,32,2959,4828,0.244567,0.0373204
46,33,3572,5852,0.24472,0.0353029
46,34,4286,7039,0.244139,0.0323867
46,35,5219,8484,0.24438,0.0305123
46,36,6276,10220,0.244838,0.0287792
46,37,7629,12342,0.245149,0.0270722
46,38,9294,14962,0.245396,0.0250996
47,0,6,7,0,0
47,1,9,12,0,0
47,2,8,12,0,0
47,3,7,12,0,0
47,4,7,12,0,0
47,5,10,15,0,0
47,6,12,18,0,0
47,7,9,18,0,0
47,8,9,19,0,0
47,9,9,19,0.0277778,0.0833333
47,10,12,22,0.0277778,0.0833333
47,11,10,22,0.1,0.129099
47,12,11,23,0.1,0.129099
47,13,13,26,0.1125,0.124304
47,14,13,26,0.134615,0.129719
47,15,13,26,0.134615,0.129719
47,16,15,31,0.159091,0.126131
47,17,19,37,0.205357,0.143841
47,18,21,41,0.237132,0.130756
47,19,25,49,0.25,0.128847
47,20,35,66,0.259943,0.111381
47,21,35,70,0.287298,0.125044
47,22,46,85,0.296371,0.118481
47,23,55,99,0.308321,0.129411
47,24,47,115,0.312263,0.124912
47,25,57,133,0.320052,0.119645
47,26,67,147,0.318323,0.104509
47,27,80,168,0.312988,0.0952017
47,28,97,189,0.322386,0.0956956
47,29,117,221,0.322456,0.0904357
47,30,137,250,0.32573,0.0877709
47,31,180,308,0.326803,0.0865222
47,32,208,349,0.324143,0.074643
47,33,252,418,0.327452,0.075596
47,34,297,489,0.327499,0.0705529
47,35,355,587,0.325176,0.0676312
47,36,417,690,0.325791,0.0669575
47,37,500,811,0.324463,0.0630433
47,38,598,971,0.324323,0.0579391
47,39,726,1176,0.324414,0.0574698
47,40,860,1394,0.322405,0.0548507
47,41,1057,1705,0.321982,0.052484
47,42,1248,1997,0.321792,0.0488347
47,43,1481,2384,0.322387,0.045188
47,44,1767,2838,0.323808,0.0435206
47,45,2126,3399,0.324656,0.0408642
47,46,2537,4057,0.325155,0.0381253
47,47,3018,4879,0.32556,0.0363692
47,48,3587,5842,0.325862,0.0336667
47,49,4256,6943,0.326561,0.031486
47,50,5102,8321,0.326853,0.0298585
47,51,6107,9973,0.327461,0.0287607
47,52,7326,11949,0.327557,0.0273737
47,53,8808,14277,0.327526,0.025651
47,54,10595,17147,0.327704,0.0242945
48,0,6,7,0,0
48,1,7,8,0,0
48,2,9,10,0,0
48,3,11,13,0,0
48,4,14,19,0,0
48,5,15,23,0.0384615,0.0938835
48,6,18,31,0.0714286,0.117202
48,7,21,35,0.0902778,0.111849
48,8,25,41,0.113095,0.117956
48,9,32,50,0.135,0.129703
48,10,42,60,0.152344,0.128908
48,11,51,71,0.172619,0.127871
48,12,63,87,0.176875,0.121706
48,13,74,105,0.181704,0.109402
48,14,92,128,0.194212,0.0988326
48,15,116,162,0.202415,0.0879159
48,16,159,217,0.206613,0.0839917
48,17,188,262,0.209865,0.0766242
48,18,236,338,0.215149,0.0724166
48,19,264,395,0.220046,0.0654769
48,20,319,483,0.222717,0.0642125
48,21,384,577,0.226417,0.0600942
48,22,459,691,0.227609,0.0579047
48,23,568,859,0.230844,0.0539882
48,24,694,1048,0.234225,0.052196
48,25,833,1286,0.235849,0.0475623
48,26,1023,1560,0.237527,0.0464019
48,27,1229,1893,0.240261,0.0450647
48,28,1481,2312,0.240842,0.0430503
48,29,1743,2758,0.242402,0.0411155
48,30,2122,3358,0.24297,0.0392162
48,31,2543,4048,0.244962,0.0369054
48,32,3164,4980,0.245389,0.0344937
48,33,3822,6023,0.245801,0.0319333
48,34,4602,7298,0.24603,0.0295357
48,35,5565,8804,0.246589,0.0279563
48,36,6705,10623,0.246833,0.026373
48,37,8149,12940,0.247576,0.02496
48,38,9814,15636,0.247595,0.0235687
49,0,7,7,0,0
49,1,9,9,0,0
49,2,11,14,0,0
49,3,12,15,0.0227273,0.0753778
49,4,15,20,0.0454545,0.10113
49,5,17,22,0.1,0.126773
49,6,18,23,0.0882353,0.123148
49,7,23,29,0.0882353,0.123148
49,8,26,32,0.119565,0.143408
49,9,31,39,0.151042,0.160583
49,10,41,51,0.149194,0.149371
49,11,50,66,0.13125,0.144199
49,12,59,83,0.136968,0.147089
49,13,76,113,0.133929,0.134934
49,14,95,142,0.130804,0.127942
49,15,101,162,0.135302,0.120587
49,16,123,200,0.140793,0.125223
49,17,145,244,0.152275,0.127879
49,18,173,297,0.157836,0.124587
49,19,224,367,0.160588,0.115984
49,20,259,430,0.165134,0.108141
49,21,314,517,0.17323,0.104389
49,22,390,630,0.173311,0.0979258
49,23,459,755,0.179949,0.0921172
49,24,566,922,0.180345,0.0856156
49,25,695,1129,0.184093,0.0805662
49,26,874,1402,0.187122,0.0776876
49,27,1069,1696,0.187613,0.0736312
49,28,1287,2054,0.188965,0.0688409
49,29,1558,2468,0.189907,0.0644325
49,30,1899,3015,0.190204,0.0597712
49,31,2274,3638,0.190596,0.05575
49,32,2769,4418,0.190777,0.0538996
49,33,3357,5364,0.19123,0.0503153
49,34,4047,6474,0.190623,0.047183
49,35,4933,7878,0.190381,0.0437299
49,36,5969,9533,0.190323,0.0411389
49,37,7347,11654,0.190474,0.0385148
49,38,8947,14228,0.190351,0.0355271
49,39,10914,17317,0.190152,0.0325166
50,0,6,8,0,0
50,1,6,8,0,0
50,2,6,12,0,0
50,3,5,12,0.05,0.111803
50,4,8,15,0.05,0.111803
50,5,9,18,0.107143,0.133631
50,6,12,24,0.125,0.133631
50,7,16,30,0.159091,0.126131
50,8,16,30,0.195312,0.120492
50,9,19,34,0.195312,0.120492
50,10,25,43,0.203947,0.111885
50,11,25,46,0.213068,0.106798
50,12,28,54,0.213068,0.105042
50,13,32,63,0.2325,0.111978
50,14,34,67,0.254032,0.0950404
50,15,39,79,0.255208,0.0974774
50,16,51,95,0.26098,0.0917661
50,17,60,112,0.269491,0.0841196
50,18,75,137,0.287458,0.0765593
50,19,93,165,0.29345,0.0737675
50,20,111,196,0.306192,0.0645595
50,21,129,225,0.312482,0.0611661
50,22,152,265,0.313787,0.0590385
50,23,172,308,0.322163,0.0554268
50,24,216,381,0.325013,0.0547499
50,25,273,460,0.328059,0.05273
50,26,327,551,0.326734,0.0496157
50,27,399,666,0.327827,0.0503068
50,28,478,789,0.330464,0.0511022
50,29,579,949,0.331338,0.0482561
50,30,701,1147,0.33251,0.0454904
50,31,814,1354,0.332387,0.0417022
50,32,967,1609,0.333701,0.0399979
50,33,1148,1921,0.334886,0.0385708
50,34,1358,2270,0.33523,0.0353475
50,35,1650,2737,0.335864,0.0342451
50,36,1938,3228,0.336748,0.0319237
50,37,2315,3828,0.337458,0.0308713
50,38,2791,4577,0.338202,0.029622
50,39,3345,5469,0.338661,0.0281257
50,40,3987,6555,0.33906,0.026287
50,41,4762,7830,0.339299,0.0246467
50,42,5829,9484,0.339939,0.0235235
50,43,7074,11414,0.340164,0.0220792
50,44,8437,13718,0.340236,0.0205655
50,45,10112,16466,0.340425,0.0196652
51,0,6,7,0,0
51,1,10,12,0,0
51,2,11,14,0,0
51,3,17,22,0,0
51,4,19,26,0.0147059,0.0606339
51,5,24,35,0.0263158,0.0788254
51,6,28,42,0.0326087,0.0860876
51,7,33,51,0.0288462,0.0814531
51,8,34,56,0.0241935,0.0751343
51,9,46,70,0.0265152,0.0749842
51,10,48,80,0.0457317,0.0827085
51,11,56,92,0.0555556,0.0865843
51,12,70,112,0.0610795,0.0861226
51,13,93,145,0.0739272,0.0847818
51,14,113,172,0.0884831,0.0822405
51,15,148,220,0.09332,0.0814528
51,16,182,269,0.106743,0.0801149
51,17,209,319,0.118918,0.0752508
51,18,252,391,0.125911,0.0734518
51,19,299,459,0.127843,0.0669268
51,20,350,540,0.132705,0.0659005
51,21,418,656,0.134166,0.0634086
51,22,508,801,0.135863,0.0593921
51,23,626,987,0.136706,0.0533631
51,24,736,1164,0.137766,0.0497014
51,25,914,1439,0.140798,0.0481498
51,26,1082,1729,0.142667,0.0463847
51,27,1302,2098,0.144994,0.0453412
51,28,1567,2543,0.14612,0.042123
51,29,1900,3067,0.147015,0.0406575
51,30,2308,3694,0.147065,0.037326
51,31,2810,4509,0.147447,0.0358736
51,32,3447,5529,0.147743,0.0329712
51,33,4224,6719,0.148868,0.0324756
51,34,5178,8241,0.148979,0.0295464
51,35,6414,10132,0.149252,0.0271016
51,36,7851,12467,0.149485,0.024992
51,37,9593,15208,0.149755,0.0240895
52,0,8,10,0,0
52,1,12,14,0,0
52,2,15,17,0,0
52,3,16,18,0,0
52,4,27,30,0,0
52,5,31,35,0.0480769,0.10048
52,6,37,52,0.0673077,0.113086
52,7,41,60,0.111111,0.122393
52,8,52,80,0.111842,0.122576
52,9,69,105,0.112745,0.120558
52,10,83,129,0.108209,0.116968
52,11,103,158,0.108796,0.115995
52,12,128,198,0.119572,0.113564
52,13,147,235,0.136493,0.114904
52,14,172,277,0.134105,0.114324
52,15,215,341,0.134473,0.111703
52,16,266,411,0.134728,0.106875
52,17,312,488,0.140591,0.10031
52,18,379,601,0.142267,0.0948976
52,19,445,726,0.147787,0.0907207
52,20,528,862,0.150313,0.0860455
52,21,656,1051,0.151823,0.0799962
52,22,788,1267,0.152972,0.0773226
52,23,958,1533,0.155594,0.0734368
52,24,1167,1856,0.155358,0.0679735
52,25,1405,2253,0.155574,0.0645477
52,26,1696,2723,0.157764,0.0599997
52,27,2121,3352,0.158963,0.0571032
52,28,2612,4118,0.159994,0.0536839
52,29,3140,4996,0.160625,0.0501646
52,30,3852,6125,0.160674,0.0472165
52,31,4726,7503,0.15993,0.0437357
52,32,5740,9094,0.159941,0.0409701
52,33,7028,11123,0.159965,0.038218
52,34,8508,13600,0.159893,0.0359003
52,35,10487,16701,0.159586,0.0334164
53,0,11,11,0,0
53,1,12,13,0,0
53,2,11,19,0,0
53,3,14,23,0,0
53,4,14,24,0,0
53,5,14,29,0,0
53,6,20,37,0.0178571,0.0453921
53,7,28,46,0.0375,0.0714051
53,8,32,52,0.0625,0.0721688
53,9,37,60,0.0524194,0.0705203
53,10,41,70,0.0560662,0.0712524
53,11,52,87,0.0649038,0.0703845
53,12,62,106,0.0800781,0.084766
53,13,71,122,0.086849,0.0806413
53,14,88,145,0.0932904,0.0834134
53,15,97,169,0.101466,0.0817097
53,16,117,198,0.113324,0.0808582
53,17,136,236,0.11594,0.0753308
53,18,159,275,0.12709,0.0735546
53,19,199,333,0.131283,0.0703706
53,20,247,405,0.144684,0.0691662
53,21,289,476,0.147764,0.0630731
53,22,341,564,0.151139,0.060875
53,23,417,686,0.153657,0.0569101
53,24,512,848,0.15787,0.0534236
53,25,638,1040,0.160757,0.0488357
53,26,773,1251,0.161379,0.0441952
53,27,918,1499,0.162347,0.0406767
53,28,1151,1858,0.16425,0.0399126
53,29,1385,2226,0.166673,0.0359616
53,30,1697,2707,0.168146,0.0341232
53,31,2102,3301,0.169667,0.0323443
53,32,2528,4010,0.170796,0.0305448
53,33,3105,4921,0.171517,0.0296172
53,34,3801,5997,0.171873,0.0278428
53,35,4562,7237,0.172363,0.0258199
53,36,5585,8830,0.172693,0.0244048
53,37,6843,10776,0.172899,0.0225465
53,38,8359,13133,0.173056,0.0209807
53,39,10248,16090,0.173356,0.019475
54,0,8,9,0,0
54,1,9,11,0,0
54,2,16,21,0,0
54,3,18,24,0.078125,0.119678
54,4,27,37,0.0882353,0.123148
54,5,30,43,0.130208,0.149633
54,6,35,49,0.155172,0.14811
54,7,41,61,0.132812,0.161699
54,8,66,88,0.161585,0.161158
54,9,75,105,0.180804,0.158495
54,10,82,123,0.172975,0.155833
54,11,84,134,0.187099,0.148552
54,12,101,163,0.186719,0.142684
54,13,126,198,0.192681,0.140562
54,14,143,236,0.203986,0.130518
54,15,180,287,0.203585,0.123791
54,16,229,350,0.213332,0.114232
54,17,280,423,0.220397,0.107249
54,18,333,522,0.226605,0.100055
54,19,403,623,0.225242,0.0921922
54,20,484,756,0.228028,0.0862844
54,21,574,913,0.229503,0.0809723
54,22,689,1102,0.231407,0.0766869
54,23,846,1341,0.232561,0.0730598
54,24,1031,1624,0.234574,0.0695924
54,25,1223,1941,0.23428,0.0660855
54,26,1494,2370,0.236532,0.0639634
54,27,1786,2839,0.237218,0.0607987
54,28,2166,3483,0.23762,0.0583213
54,29,2578,4149,0.238639,0.0550274
54,30,3128,5044,0.238922,0.0524136
54,31,3801,6048,0.238818,0.0499839
54,32,4641,7350,0.239798,0.0488585
54,33,5593,8872,0.239878,0.0454409
54,34,6842,10863,0.240022,0.0432781
54,35,8283,13162,0.240044,0.0412636
54,36,9953,15863,0.23974,0.0394962
55,0,6,8,0,0
55,1,7,10,0,0
55,2,10,13,0,0
55,3,12,16,0.075,0.120761
55,4,17,21,0.104167,0.128732
55,5,20,25,0.154412,0.136426
55,6,23,30,0.1625,0.141072
55,7,30,38,0.179348,0.14014
55,8,33,45,0.189815,0.144492
55,9,41,59,0.191406,0.148868
55,10,46,67,0.215625,0.14637
55,11,58,84,0.207386,0.146899
55,12,66,99,0.220424,0.152677
55,13,79,118,0.229327,0.146604
55,14,98,148,0.221318,0.142803
55,15,123,183,0.232747,0.143196
55,16,147,224,0.232269,0.139095
55,17,183,273,0.236615,0.136599
55,18,216,329,0.231097,0.12999
55,19,249,392,0.230223,0.127978
55,20,291,458,0.233435,0.128294
55,21,346,553,0.235731,0.121363
55,22,419,674,0.238684,0.116754
55,23,524,826,0.242562,0.113558
55,24,634,1017,0.244237,0.107661
55,25,746,1207,0.245026,0.102295
55,26,915,1479,0.244044,0.0976802
55,27,1074,1748,0.242659,0.0937092
55,28,1337,2150,0.244755,0.0891151
55,29,1623,2609,0.243533,0.0852702
55,30,1995,3210,0.242148,0.0797923
55,31,2416,3889,0.241523,0.0742529
55,32,2924,4702,0.240585,0.0704987
55,33,3591,5765,0.239988,0.0667819
55,34,4366,6992,0.239687,0.0624611
55,35,5317,8492,0.238763,0.0587961
55,36,6358,10164,0.238771,0.0556654
55,37,7713,12321,0.238312,0.0524819
55,38,9360,14907,0.238224,0.0495541
56,0,9,9,0,0
56,1,11,12,0,0
56,2,10,13,0,0
56,3,12,15,0,0
56,4,15,21,0,0
56,5,15,22,0.0178571,0.0668153
56,6,18,26,0.0333333,0.0879664
56,7,17,26,0.0294118,0.0830264
56,8,24,34,0.0294118,0.0830264
56,9,27,40,0.0625,0.100223
56,10,34,50,0.09,0.111337
56,11,36,55,0.126894,0.117432
56,12,39,60,0.115809,0.117313
56,13,51,77,0.111486,0.116121
56,14,58,88,0.130515,0.117876
56,15,77,117,0.122807,0.117649
56,16,103,151,0.129523,0.114189
56,17,116,172,0.136001,0.112516
56,18,137,211,0.149912,0.105832
56,19,167,257,0.140264,0.100232
56,20,208,314,0.139142,0.101008
56,21,244,377,0.136338,0.0980554
56,22,307,464,0.139808,0.0926948
56,23,352,554,0.143009,0.0895868
56,24,419,668,0.147744,0.0850076
56,25,487,798,0.146349,0.0799756
56,26,604,989,0.148815,0.0773181
56,27,750,1221,0.149182,0.0716202
56,28,872,1438,0.149557,0.0669221
56,29,1074,1749,0.150021,0.0614166
56,30,1351,2190,0.151508,0.0564321
56,31,1647,2648,0.153574,0.0535678
56,32,1985,3190,0.154656,0.0497558
56,33,2472,3917,0.155027,0.0457331
56,34,2987,4769,0.155919,0.0421059
56,35,3687,5870,0.157226,0.0400546
56,36,4479,7112,0.157494,0.0367932
56,37,5439,8649,0.158002,0.0339482
56,38,6562,10465,0.158245,0.0315921
56,39,8028,12793,0.158514,0.0286169
56,40,9892,15717,0.158939,0.0263538
57,0,6,8,0,0
57,1,6,8,0,0
57,2,9,11,0,0
57,3,11,15,0,0
57,4,13,17,0,0
57,5,15,19,0,0
57,6,19,28,0.00961538,0.0346688
57,7,21,33,0.0220588,0.0491191
